ESTU_TIPODOCUMENTO|ESTU_NACIONALIDAD|ESTU_GENERO|ESTU_FECHANACIMIENTO|PERIODO|ESTU_CONSECUTIVO|ESTU_ESTUDIANTE|ESTU_PAIS_RESIDE|ESTU_TIENEETNIA|ESTU_ETNIA|ESTU_COD_RESIDE_DEPTO|ESTU_COD_RESIDE_MCPIO|FAMI_ESTRATOVIVIENDA|FAMI_PERSONASHOGAR|FAMI_CUARTOSHOGAR|FAMI_EDUCACIONPADRE|FAMI_EDUCACIONMADRE|FAMI_TRABAJOLABORPADRE|FAMI_TRABAJOLABORMADRE|FAMI_TIENEINTERNET|FAMI_TIENESERVICIOTV|FAMI_TIENECOMPUTADOR|FAMI_TIENELAVADORA|FAMI_TIENEHORNOMICROOGAS|FAMI_TIENEAUTOMOVIL|FAMI_TIENEMOTOCICLETA|FAMI_TIENECONSOLAVIDEOJUEGOS|FAMI_NUMLIBROS|FAMI_COMELECHEDERIVADOS|FAMI_COMECARNEPESCADOHUEVO|FAMI_COMECEREALFRUTOSLEGUMBRE|FAMI_SITUACIONECONOMICA|ESTU_DEDICACIONLECTURADIARIA|ESTU_DEDICACIONINTERNET|ESTU_HORASSEMANATRABAJA|ESTU_TIPOREMUNERACION|COLE_CODIGO_ICFES|COLE_COD_DANE_ESTABLECIMIENTO|COLE_NOMBRE_ESTABLECIMIENTO|COLE_GENERO|COLE_NATURALEZA|COLE_CALENDARIO|COLE_BILINGUE|COLE_CARACTER|COLE_COD_DANE_SEDE|COLE_NOMBRE_SEDE|COLE_SEDE_PRINCIPAL|COLE_AREA_UBICACION|COLE_JORNADA|COLE_COD_MCPIO_UBICACION|COLE_COD_DEPTO_UBICACION|ESTU_PRIVADO_LIBERTAD|ESTU_COD_MCPIO_PRESENTACION|ESTU_COD_DEPTO_PRESENTACION|PUNT_LECTURA_CRITICA|PERCENTIL_LECTURA_CRITICA|DESEMP_LECTURA_CRITICA|PUNT_MATEMATICAS|PERCENTIL_MATEMATICAS|DESEMP_MATEMATICAS|PUNT_C_NATURALES|PERCENTIL_C_NATURALES|DESEMP_C_NATURALES|PUNT_SOCIALES_CIUDADANAS|PERCENTIL_SOCIALES_CIUDADANAS|DESEMP_SOCIALES_CIUDADANAS|PUNT_INGLES|PERCENTIL_INGLES|DESEMP_INGLES|PUNT_GLOBAL|PERCENTIL_GLOBAL|ESTU_INSE_INDIVIDUAL|ESTU_NSE_INDIVIDUAL|ESTU_NSE_ESTABLECIMIENTO|ESTU_ESTADOINVESTIGACION|ESTU_GENERACION-E
TI|COLOMBIA|M|19/11/2002|20191|SB11201910000397|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 5|3 a 4|Tres|Educación profesional completa|Educación profesional completa|Es vendedor o trabaja en atención al público|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|Entre 1 y 2 horas|Más de 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|73|89|4|77|93|4|75|95|4|80|99|4|78|79|B1|382|96|67.8730452223014|4|4|PUBLICAR|NO
TI|COLOMBIA|M|16/07/2002|20191|SB11201910000494|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 6|3 a 4|Dos|Educación profesional completa|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|Si|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|No leo por entretenimiento|Más de 3 horas|0|Si, en efectivo|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|60|54|3|67|72|3|62|65|3|70|86|3|63|54|A2|323|68|71.3978976150498|4|4|PUBLICAR|NO
CE|COLOMBIA|M|26/04/2002|20191|SB11201910000569|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|5 a 6|Cuatro|Educación profesional completa|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es vendedor o trabaja en atención al público|Si|Si|Si|Si|Si|Si|No|Si|26 A 100 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|3 a 5 veces por semana|Igual|30 minutos o menos|Más de 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|57|47|3|69|78|3|63|67|3|59|59|3|64|55|A2|311|62|68.7128490807716|4|4|PUBLICAR|NO
TI|COLOMBIA|F|28/09/2002|20191|SB11201910000549|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 2|3 a 4|Tres|Postgrado|Técnica o tecnológica completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Si|Si|Si|Si|No|Si|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|1 o 2 veces por semana|Mejor|Entre 30 y 60 minutos|Entre 1 y 3 horas|Menos de 10 horas|Si, en efectivo y especie|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|64|64|3|73|87|4|63|68|3|62|65|3|64|55|A2|327|70|63.9021980857223|3|4|PUBLICAR|NO
TI|COLOMBIA|M|20/11/2002|20191|SB11201910000459|ESTUDIANTE|COLOMBIA|No|-|76|76111|Sin Estrato|1 a 2|Dos|No sabe|Postgrado|No sabe|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|57|46|3|71|83|4|66|77|3|58|56|3|70|64|B1|318|65|75.8738008205669|4|4|PUBLICAR|NO
TI|COLOMBIA|F|16/11/2002|20191|SB11201910000503|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 2|3 a 4|Cuatro|Técnica o tecnológica completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|64|65|3|56|46|3|53|45|2|62|67|3|59|47|A2|294|54|73.6270996548305|4|4|PUBLICAR|NO
TI|COLOMBIA|F|22/08/2002|20191|SB11201910000268|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 5|3 a 4|Dos|Postgrado|Educación profesional incompleta|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Mejor|30 minutos o menos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|69|81|4|85|99|4|69|84|3|65|73|3|51|36|A1|352|84|72.8472394119082|4|4|PUBLICAR|NO
TI|COLOMBIA|M|02/04/2003|20191|SB11201910000247|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 3|3 a 4|Dos|Técnica o tecnológica completa|Técnica o tecnológica completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|No|No|No|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 1 y 2 horas|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|74|91|4|75|91|4|71|89|4|69|84|3|68|60|B1|360|88|62.5738278011358|3|4|PUBLICAR|NO
TI|COLOMBIA|M|15/12/2002|20191|SB11201910000252|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|5 a 6|Tres|No sabe|No sabe|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|No|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|68|78|4|67|72|3|70|87|3|67|77|3|57|45|A1|336|75|73.487481035263|4|4|PUBLICAR|NO
TI|COLOMBIA|M|27/10/2002|20191|SB11201910000565|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 5|3 a 4|Dos|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|Entre 30 y 60 minutos|Entre 30 y 60 minutos|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|55|39|3|72|85|4|60|61|3|58|56|3|68|60|B1|309|61|78.0496507344593|4|4|PUBLICAR|NO
TI|COLOMBIA|F|03/09/2002|20191|SB11201910000383|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|3 a 4|Tres|Educación profesional completa|Educación profesional incompleta|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|59|51|3|67|73|3|65|73|3|68|80|3|70|63|B1|326|69|68.4396358412532|4|4|PUBLICAR|NO
TI|COLOMBIA|F|26/06/2002|20191|SB11201910000552|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|5 a 6|Tres|Secundaria (Bachillerato) incompleta|Educación profesional completa|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|No|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Peor|Entre 30 y 60 minutos|Más de 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|65|67|3|81|98|4|70|85|3|67|78|3|76|74|B1|356|86|63.9324333757194|3|4|PUBLICAR|NO
TI|COLOMBIA|M|13/07/2001|20191|SB11201910000482|ESTUDIANTE|COLOMBIA|No|-|76|76111|-|5 a 6|Tres|-|-|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|-|-|Si|Si|Si|Si|Si|Si|-|-|-|-|Mejor|-|-|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|50|28|2|65|66|3|59|57|3|43|26|2|42|20|A-|267|43|68.9983581221905|4|4|PUBLICAR|NO
TI|COLOMBIA|F|04/10/2002|20191|SB11201910000364|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|5 a 6|Cuatro|Educación profesional completa|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|3 a 5 veces por semana|1 o 2 veces por semana|3 a 5 veces por semana|Mejor|Entre 1 y 2 horas|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|67|73|4|71|81|4|58|56|3|69|82|3|60|49|A2|329|71|68.1785963478564|4|4|PUBLICAR|NO
TI|COLOMBIA|M|25/07/2001|20191|SB11201910000524|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|1 a 2|Dos|Postgrado|Educación profesional completa|No aplica|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|No|Si|0 A 10 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|30 minutos o menos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|68|77|4|61|58|3|62|65|3|62|66|3|66|58|A2|317|65|73.8986913969731|4|4|PUBLICAR|NO
TI|COLOMBIA|F|14/04/2002|20191|SB11201910000392|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 6|3 a 4|Cuatro|Técnica o tecnológica completa|Técnica o tecnológica completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|Si|Si|Si|Si|No|No|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 30 y 60 minutos|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|62|60|3|82|98|4|100|100|4|70|85|3|81|84|B+|393|98|65.5553573050627|4|4|PUBLICAR|NO
TI|COLOMBIA|F|09/11/2002|20191|SB11201910000499|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|3 a 4|Tres|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|No|Si|No|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|73|89|4|72|85|4|71|88|4|70|85|3|77|75|B1|360|88|67.3646979171173|4|4|PUBLICAR|NO
TI|COLOMBIA|M|01/04/2001|20191|SB11201910000449|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|1 a 2|Dos|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|No|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Peor|Entre 1 y 2 horas|Más de 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|63|62|3|66|69|3|55|48|2|66|75|3|69|61|B1|315|64|69.7764670239778|4|4|PUBLICAR|NO
CC|COLOMBIA|M|10/11/2000|20191|SB11201910003016|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|3 a 4|Dos|Educación profesional completa|Educación profesional incompleta|No aplica|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|Si|No|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|Todos o casi todos los días|Mejor|Entre 1 y 2 horas|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|65|69|3|68|74|3|67|79|3|60|62|3|85|94|B+|333|73|65.6007689437618|4|4|PUBLICAR|NO
TI|COLOMBIA|M|12/06/2002|20191|SB11201910000401|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 3|5 a 6|Cuatro|Postgrado|Educación profesional completa|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|No leo por entretenimiento|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|69|81|4|72|85|4|70|86|3|72|90|4|71|65|B1|354|85|73.817758561141|4|4|PUBLICAR|NO
TI|COLOMBIA|F|29/01/2002|20191|SB11201910000514|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|1 a 2|Dos|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|No|0 A 10 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|1 o 2 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|60|55|3|65|68|3|66|75|3|61|62|3|64|55|A2|315|64|71.0550007067154|4|4|PUBLICAR|NO
TI|COLOMBIA|M|25/08/2002|20191|SB11201910000243|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 3|3 a 4|Tres|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|No leo por entretenimiento|Entre 30 y 60 minutos|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|56|41|3|58|52|3|58|55|3|57|54|3|65|56|A2|289|52|79.2127266274574|4|4|PUBLICAR|NO
TI|COLOMBIA|M|13/09/2002|20191|SB11201910000427|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 5|3 a 4|Tres|Educación profesional completa|Educación profesional incompleta|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|Si|Si|Si|Si|No|Si|11 A 25 LIBROS|3 a 5 veces por semana|3 a 5 veces por semana|3 a 5 veces por semana|Mejor|No leo por entretenimiento|Entre 30 y 60 minutos|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|60|53|3|75|91|4|65|74|3|59|58|3|67|60|A2|325|69|66.6878434488428|4|4|PUBLICAR|NO
TI|COLOMBIA|F|11/09/2001|20191|SB11201910000406|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|-|-|Educación profesional completa|Educación profesional completa|-|-|Si|Si|-|-|-|-|-|-|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Nunca o rara vez comemos eso|-|30 minutos o menos|Entre 1 y 3 horas|-|-|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|61|57|3|58|52|3|65|73|3|54|49|2|65|57|A2|300|57|NA|NA|4|PUBLICAR|NO
TI|COLOMBIA|M|12/01/2001|20191|SB11201910000345|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 6|3 a 4|Cuatro|Educación profesional completa|Educación profesional completa|Trabaja en el hogar, no trabaja o estudia|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Si|Si|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|1 o 2 veces por semana|Igual|30 minutos o menos|30 minutos o menos|Menos de 10 horas|Si, en efectivo|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|60|53|3|80|97|4|66|75|3|63|67|3|67|60|A2|336|75|64.8517547408259|4|4|PUBLICAR|NO
TI|COLOMBIA|F|25/07/2002|20191|SB11201910000282|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 3|3 a 4|Tres|Educación profesional incompleta|Técnica o tecnológica completa|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Trabaja en el hogar, no trabaja o estudia|Si|No|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|1 o 2 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|71|85|4|81|98|4|71|88|4|73|92|4|68|60|B1|368|91|60.2914232521953|3|4|PUBLICAR|NO
TI|COLOMBIA|F|22/11/2002|20191|SB11201910000424|ESTUDIANTE|COLOMBIA|No|-|76|76111|Estrato 4|1 a 2|Dos|Educación profesional completa|Educación profesional completa|Es vendedor o trabaja en atención al público|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|Todos o casi todos los días|Mejor|Entre 1 y 2 horas|Entre 1 y 3 horas|0|No|018184|376111000280|LICEO DE LOS ANDES|MIXTO|NO OFICIAL|B|N|ACADÉMICO|376111000280|LIC DE LOS ANDES|S|URBANO|MAÑANA|76111|76|N|76111|76|62|61|3|71|83|4|71|88|4|73|91|4|75|72|B1|348|82|70.5484158555105|4|4|PUBLICAR|NO
CC|COLOMBIA|M|16/03/2000|20191|SB11201910008650|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 6|3 a 4|Tres|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|No|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Peor|30 minutos o menos|Entre 1 y 3 horas|0|No|079285|311001042667|GIMN FONTANA|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311001042667|GIMN FONTANA|S|URBANO|COMPLETA|11001|11|N|11001|11|77|97|4|69|78|3|72|91|4|71|88|4|79|80|B+|364|90|80.9190151536964|4|4|PUBLICAR|NO
CC|COLOMBIA|M|26/07/2000|20191|SB11201910008701|ESTUDIANTE|COLOMBIA|No|-|25|25175|Estrato 4|3 a 4|Tres|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|No|Si|Si|No|Si|26 A 100 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Igual|No leo por entretenimiento|Más de 3 horas|0|No|079285|311001042667|GIMN FONTANA|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311001042667|GIMN FONTANA|S|URBANO|COMPLETA|11001|11|N|11001|11|60|53|3|67|71|3|65|75|3|60|60|3|72|66|B1|318|66|66.2172667796247|4|4|PUBLICAR|NO
TI|COLOMBIA|M|20/06/2002|20191|SB11201910008556|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 4|3 a 4|Tres|Postgrado|Postgrado|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|079285|311001042667|GIMN FONTANA|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311001042667|GIMN FONTANA|S|URBANO|COMPLETA|11001|11|N|11001|11|69|80|4|73|87|4|68|81|3|65|73|3|81|85|B+|348|82|84.8363660916828|4|4|PUBLICAR|NO
TI|COLOMBIA|F|17/09/2001|20191|SB11201910007825|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|3 a 4|Dos|Postgrado|Postgrado|Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|Si|Si|26 A 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Igual|30 minutos o menos|Más de 3 horas|0|No|079285|311001042667|GIMN FONTANA|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311001042667|GIMN FONTANA|S|URBANO|COMPLETA|11001|11|N|11001|11|75|94|4|100|100|4|73|93|4|72|90|4|84|91|B+|402|99|79.4560771979581|4|4|PUBLICAR|NO
TI|COLOMBIA|M|03/09/2001|20191|SB11201910008740|ESTUDIANTE|COLOMBIA|No|-|11|11001|Estrato 5|3 a 4|Dos|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|Si|Si|Si|Si|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|Todos o casi todos los días|1 o 2 veces por semana|Mejor|Entre 30 y 60 minutos|Más de 3 horas|0|No|079285|311001042667|GIMN FONTANA|MIXTO|NO OFICIAL|B|S|ACADÉMICO|311001042667|GIMN FONTANA|S|URBANO|COMPLETA|11001|11|N|11001|11|69|80|4|67|72|3|65|72|3|65|72|3|81|84|B+|338|76|75.3953099377389|4|4|PUBLICAR|NO
